Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2009-11-24;778,8897;782,5773;773,5653;781,1477;0;0
2009-11-23;769,074;784,2932;769,074;778,9618;0;0
2009-11-20;772,5616;777,1111;764,7317;776,9153;0;0
2009-11-19;770,7058;771,3113;760,4117;770,0532;0;0
2009-11-18;763,034;770,9634;759,6109;765,8554;0;0
2009-11-17;765,8487;767,7647;758,3865;767,2941;0;0
2009-11-16;747,5777;764,2165;747,5777;761,2362;0;0
2009-11-13;742,0635;752,8585;740,6847;752,6903;0;0
2009-11-12;748,8741;752,7074;739,0431;739,7668;0;0
2009-11-11;735,3794;744,0115;735,0668;743,1336;0;0
2009-11-10;737,7055;741,2401;733,075;738,8548;0;0
2009-11-09;733,2154;741,6244;731,2466;736,7525;0;0
2009-11-06;733,7168;740,9837;731,2273;737,283;0;0
2009-11-05;734,5463;736,3287;729,1316;733,3692;0;0
2009-11-04;734,6386;743,7843;731,7594;739,855;0;0
2009-11-03;722,8817;742,2226;719,9822;739,8008;0;0
2009-11-02;706,1671;719,4693;705,2193;717,2962;0;0
2009-10-30;706,9189;708,8716;699,5135;706,4527;0;0
2009-10-29;695,0163;708,6083;694,313;707,2964;0;0
2009-10-28;703,091;704,8495;694,4674;695,1978;0;0
2009-10-27;698,0301;701,7951;694,2854;699,0722;0;0
2009-10-26;702,0308;705,7993;690,9848;691,1911;0;0
2009-10-23;705,8588;710,952;699,2344;702,4634;0;0
2009-10-22;706,0334;707,80;701,1333;706,70;0;0
2009-10-21;707,2583;713,739;702,3993;709,7715;0;0
2009-10-20;710,9011;713,4594;702,8254;704,8293;0;0
2009-10-19;705,9257;713,7954;702,5741;713,3664;0;0
2009-10-16;706,369;710,8548;701,5603;707,8418;0;0
2009-10-15;714,7941;717,1152;704,1106;706,5931;0;0
2009-10-14;715,2006;719,5753;709,7171;713,9641;0;0
2009-10-13;711,1478;719,0056;707,239;716,0253;0;0
2009-10-12;710,5994;717,406;709,3058;715,9499;0;0
2009-10-09;715,3356;715,6949;707,6949;710,644;0;0
2009-10-08;707,2953;719,095;706,5299;714,726;0;0
2009-10-07;709,167;713,5838;705,5465;710,5962;0;0
2009-10-06;690,9523;709,0002;689,8315;707,8522;0;0
2009-10-05;685,6527;696,3396;684,9959;695,9839;0;0
2009-10-02;687,3839;693,121;678,7508;689,4958;0;0
2009-10-01;693,1013;694,6282;686,3952;687,2687;0;0
2009-09-30;677,73;689,2509;677,3202;688,165;0;0
2009-09-29;681,1327;684,5557;677,1943;682,1088;0;0
2009-09-28;676,9625;680,4573;673,1399;676,4505;0;0
2009-09-25;677,5937;681,1861;671,636;674,3695;0;0
2009-09-24;682,8819;690,1747;670,9439;673,0973;0;0
2009-09-23;686,2477;689,2038;680,6129;682,1687;0;0
2009-09-22;679,0392;690,0541;678,4844;686,3667;0;0
2009-09-21;687,3039;687,3039;679,3901;684,7114;0;0
2009-09-18;689,2553;692,2339;684,2911;684,5291;0;0
2009-09-17;691,5103;696,2004;686,7931;688,941;0;0
2009-09-16;686,8107;695,8421;685,945;693,4292;0;0
2009-09-15;684,4432;691,171;679,2827;689,6653;0;0
2009-09-14;690,8866;693,0499;682,3295;686,8416;0;0
2009-09-11;682,8491;693,4151;681,6295;689,619;0;0
2009-09-10;682,2276;686,4146;675,868;685,1839;0;0
2009-09-09;685,4221;690,9517;680,0372;683,3219;0;0
2009-09-08;687,5216;696,3656;685,9463;687,6736;0;0
2009-09-07;693,3705;695,5966;691,6609;694,3475;0;0
2009-09-04;695,5196;698,773;691,1162;696,971;0;0
2009-09-03;682,6857;695,8772;679,9233;692,0126;0;0
2009-09-02;672,4613;689,6625;669,3249;688,1997;0;0
2009-09-01;664,5941;668,66;661,3106;668,0313;0;0
2009-08-31;669,808;673,1362;661,8203;666,5849;0;0
2009-08-28;660,0529;669,709;660,0181;665,685;0;0
2009-08-27;662,7769;666,4144;660,0575;664,529;0;0
2009-08-26;662,1023;665,8655;658,9348;662,6629;0;0
2009-08-25;657,449;666,427;657,3443;659,5574;0;0
2009-08-24;665,8172;668,212;653,0405;657,474;0;0
2009-08-21;656,4201;668,702;654,6057;665,7362;0;0
2009-08-20;661,4477;664,1157;658,1479;660,4648;0;0
2009-08-19;665,1432;669,9263;660,5371;667,5524;0;0
2009-08-18;662,8253;666,6903;662,3289;665,6265;0;0
2009-08-17;673,2163;674,0335;661,10;664,1202;0;0
2009-08-14;668,1125;671,1557;659,4375;663,1804;0;0
2009-08-13;662,5971;672,1402;662,4222;668,1802;0;0
2009-08-12;667,7346;672,1383;663,5356;668,3627;0;0
2009-08-11;668,0432;670,5774;665,1137;667,902;0;0
2009-08-10;672,4053;673,8136;663,6741;666,3498;0;0
2009-08-07;671,0316;672,5291;664,0942;665,4245;0;0
2009-08-06;670,4941;676,3048;665,5324;670,4106;0;0
2009-08-05;670,9715;671,8806;665,5517;668,6329;0;0
2009-08-04;665,2531;674,562;661,3181;672,1983;0;0
2009-08-03;667,4824;672,8868;665,6645;669,0065;0;0
2009-07-31;660,9704;676,8284;659,6619;672,9523;0;0
2009-07-30;661,6381;666,9323;660,9265;664,947;0;0
2009-07-29;664,7192;667,2575;656,4237;659,2952;0;0
2009-07-28;670,3915;672,4858;656,6519;658,929;0;0
2009-07-27;666,7251;672,0723;664,3773;668,4771;0;0
2009-07-24;667,147;670,7809;665,4741;669,0237;0;0
2009-07-23;668,5431;672,9215;665,985;667,0883;0;0
2009-07-22;668,4518;672,7503;665,8375;670,3192;0;0
2009-07-21;667,1096;670,6883;664,1285;666,9339;0;0
2009-07-20;659,0701;671,9632;659,0701;667,4052;0;0
2009-07-17;665,3442;667,1682;661,4266;664,3861;0;0
2009-07-16;664,5718;665,6546;660,2123;663,3333;0;0
2009-07-15;657,0303;668,8338;656,3773;666,5271;0;0
2009-07-14;657,7943;663,2478;656,2075;661,6182;0;0
2009-07-13;653,4168;660,8229;649,7173;658,5331;0;0
2009-07-10;656,2478;658,5857;652,543;656,6002;0;0
2009-07-09;650,2001;656,7834;648,0701;652,0729;0;0
2009-07-08;665,168;666,0168;651,1618;654,3414;0;0
2009-07-07;659,9472;664,9904;657,2723;659,5692;0;0
2009-07-06;671,224;671,224;662,5531;665,7192;0;0
2009-07-03;663,7162;667,0497;662,467;665,822;0;0
2009-07-02;669,5779;670,4036;659,5843;661,8407;0;0
2009-07-01;657,2929;671,5309;656,3351;667,3311;0;0
2009-06-30;663,6126;668,6642;653,389;655,5115;0;0
2009-06-29;667,9826;670,7213;664,2837;667,2002;0;0
2009-06-26;666,4302;672,9356;664,4296;667,0332;0;0
2009-06-25;668,2783;674,462;667,3099;673,8881;0;0
2009-06-24;659,7904;672,0009;657,6377;664,0174;0;0
2009-06-23;660,073;663,2923;653,3338;662,2121;0;0
2009-06-22;674,2315;674,8809;662,6714;665,7526;0;0
2009-06-19;669,9182;674,1674;668,4037;671,6911;0;0
2009-06-18;674,296;677,7299;668,2399;670,4741;0;0
2009-06-17;675,448;679,5159;670,5419;678,1792;0;0
2009-06-16;668,3585;676,5299;666,6667;673,0381;0;0
2009-06-15;678,0505;679,3646;668,7292;670,2527;0;0
2009-06-12;681,8766;684,3616;668,7732;670,5727;0;0
2009-06-11;683,1699;688,8109;674,9946;683,5493;0;0
2009-06-10;677,0174;684,761;671,5927;676,7622;0;0
2009-06-09;681,9615;689,1539;678,8094;683,953;0;0
2009-06-08;689,8529;692,4492;680,4774;686,521;0;0
2009-06-05;691,3804;694,082;672,138;673,1185;0;0
2009-06-04;683,4197;696,6939;681,7808;695,4168;0;0
2009-06-03;691,0819;697,0296;676,3778;678,0108;0;0
2009-06-02;684,8083;693,0327;680,9875;689,5631;0;0
2009-06-01;688,8326;695,429;684,7257;685,7595;0;0
2009-05-29;680,5362;695,3965;679,5999;694,2971;0;0
2009-05-28;685,3998;696,5719;681,5387;692,386;0;0
2009-05-27;684,7997;690,3244;681,1021;683,1451;0;0
2009-05-26;689,5456;689,6031;675,4386;684,4191;0;0
2009-05-25;682,3697;685,2962;680,1927;684,4754;0;0
2009-05-22;682,558;688,2622;680,0744;685,5497;0;0
2009-05-21;681,5772;694,5393;679,8707;692,4842;0;0
2009-05-20;675,6172;687,1585;675,2739;685,5734;0;0
2009-05-19;674,7208;682,8313;674,2801;679,4667;0;0
2009-05-18;690,3438;691,989;678,3608;680,5765;0;0
2009-05-15;685,2271;691,0712;683,5331;689,0738;0;0
2009-05-14;682,9389;684,8706;678,6109;682,9168;0;0
2009-05-13;677,6334;683,2709;673,486;679,8943;0;0
2009-05-12;667,5583;675,5463;666,5863;674,6474;0;0
2009-05-11;675,4826;676,2561;669,4784;672,8967;0;0
2009-05-08;678,3761;685,2439;674,4134;681,9516;0;0
2009-05-07;681,8753;692,6514;680,1242;681,5461;0;0
2009-05-06;673,4499;685,0248;672,0838;683,9589;0;0
2009-05-05;673,0956;683,3321;668,1489;669,3651;0;0
2009-05-04;670,4606;686,2664;669,4018;682,2431;0;0
2009-05-01;669,1525;670,3428;663,2768;667,0207;0;0
2009-04-30;676,4595;678,064;663,6761;669,1752;0;0
2009-04-29;673,466;680,793;669,3201;676,8808;0;0
2009-04-28;697,8294;698,0834;680,7882;687,654;0;0
2009-04-27;695,7486;699,9238;689,7753;690,781;0;0
2009-04-24;683,5324;690,7875;682,2854;689,6539;0;0
2009-04-23;681,7548;696,5287;681,7242;693,0881;0;0
2009-04-22;682,5906;690,2757;681,293;687,1399;0;0
2009-04-21;684,0396;692,275;679,7092;683,3978;0;0
2009-04-20;670,253;685,2692;667,1294;682,2073;0;0
2009-04-17;670,5621;671,6572;662,567;664,0374;0;0
2009-04-16;675,2804;677,478;660,8821;663,5117;0;0
2009-04-15;676,095;682,9272;672,1096;676,4367;0;0
2009-04-14;673,3956;676,8605;667,6936;670,8723;0;0
2009-04-13;664,3185;678,0833;664,3185;673,5704;0;0
2009-04-10;662,3747;667,4452;661,6816;664,2432;0;0
2009-04-09;663,4898;667,9726;659,2557;662,3974;0;0
2009-04-08;666,0419;672,8819;664,0465;665,6111;0;0
2009-04-07;655,579;667,7858;654,3568;664,7228;0;0
2009-04-06;662,6778;664,7673;641,2493;643,8574;0;0
2009-04-03;673,6239;677,6164;663,6127;664,3724;0;0
2009-04-02;692,1296;694,0487;668,2348;675,2688;0;0
2009-04-01;693,9831;704,4919;692,1486;699,7207;0;0
2009-03-31;689,45;694,9504;685,2419;690,7274;0;0
2009-03-30;699,7423;706,6399;688,7744;695,4824;0;0
2009-03-27;703,0463;704,3024;691,5382;694,5092;0;0
2009-03-26;686,5217;695,0614;684,846;686,4481;0;0
2009-03-25;686,8238;697,4359;679,213;692,1595;0;0
2009-03-24;694,0253;699,0968;679,0923;685,9406;0;0
2009-03-23;701,9472;706,0923;690,5148;692,0785;0;0
2009-03-20;707,5208;713,9272;698,7232;702,6349;0;0
2009-03-19;687,9526;704,1328;677,1999;701,7775;0;0
2009-03-18;696,8774;722,7875;673,2826;716,1995;0;0
2009-03-17;711,482;714,5109;705,0688;707,0005;0;0
2009-03-16;710,0138;712,9582;702,1546;707,8669;0;0
2009-03-13;713,4057;727,4622;712,7703;720,3022;0;0
2009-03-12;709,529;728,4619;708,7545;725,7237;0;0
2009-03-11;701,2357;714,4298;698,0682;710,1126;0;0
2009-03-10;721,3095;721,9745;697,3871;701,5959;0;0
2009-03-09;744,8468;749,9483;725,2925;733,7048;0;0
2009-03-06;736,467;746,595;735,124;741,9419;0;0
2009-03-05;721,9992;746,1569;721,4655;742,493;0;0
2009-03-04;729,4305;735,1414;717,0211;721,9833;0;0
2009-03-03;734,1023;739,5165;717,7328;725,9215;0;0
2009-03-02;746,6656;760,8923;732,1769;735,1937;0;0
2009-02-27;747,9832;761,721;733,5495;744,6615;0;0
2009-02-26;746,3073;748,6309;729,346;739,9233;0;0
2009-02-25;752,247;764,6893;738,2337;745,51;0;0
2009-02-24;776,7923;780,1614;751,9392;754,1095;0;0
2009-02-23;776,1369;780,1375;762,3848;774,6445;0;0
2009-02-20;773,8782;799,3567;770,8204;789,4925;0;0
2009-02-19;774,8288;776,6391;762,3141;766,9422;0;0
2009-02-18;770,2842;784,0584;762,9962;781,5894;0;0
2009-02-17;745,4488;771,268;744,3011;767,9278;0;0
2009-02-16;737,7203;739,8355;733,4665;737,7595;0;0
2009-02-13;738,158;738,8209;727,2089;733,9936;0;0
2009-02-12;731,8008;742,2582;728,8008;737,5438;0;0
2009-02-11;707,4123;732,4316;704,0887;725,7845;0;0
2009-02-10;689,882;708,1437;687,2446;705,7916;0;0
2009-02-09;700,2998;701,1454;684,8862;687,7306;0;0
2009-02-06;714,8171;719,1075;706,7834;711,8396;0;0
2009-02-05;706,1969;720,555;703,3284;713,0174;0;0
2009-02-04;702,4653;709,5256;698,7595;706,7795;0;0
2009-02-03;704,4906;710,4989;692,2484;700,7316;0;0
2009-02-02;725,094;727,2336;706,5439;709,3809;0;0
2009-01-30;709,0356;725,4369;703,5892;723,7204;0;0
2009-01-29;677,0803;693,9745;667,1268;693,044;0;0
2009-01-28;677,8808;681,5234;665,6636;669,457;0;0
2009-01-27;685,5473;689,0087;677,6605;682,2833;0;0
2009-01-26;691,4935;705,3272;684,4034;695,2425;0;0
2009-01-23;669,7069;705,9711;666,4713;702,923;0;0
2009-01-22;657,7865;664,772;649,9538;659,789;0;0
2009-01-21;663,8807;669,5972;653,4624;661,5414;0;0
2009-01-20;646,6357;670,0077;637,0611;662,8306;0;0
2009-01-19;639,5463;642,1256;631,4292;634,274;0;0
2009-01-16;616,5034;635,6971;614,838;633,7001;0;0
2009-01-15;620,2904;627,8487;612,9691;625,2044;0;0
2009-01-14;623,8063;629,6212;612,8444;616,1239;0;0
2009-01-13;618,8358;626,5495;613,8742;619,6275;0;0
2009-01-12;638,7188;639,9134;608,8323;612,7744;0;0
2009-01-09;626,2716;634,734;617,4145;623,005;0;0
2009-01-08;619,0424;634,971;614,5113;629,2869;0;0
2009-01-07;635,3218;637,8448;615,0791;620,0221;0;0
2009-01-06;644,6669;652,9328;629,763;647,8773;0;0
2009-01-05;649,1459;651,7965;622,1102;632,8229;0;0
2009-01-02;629,9149;634,8983;625,8474;632,2083;0;0
2008-12-31;627,1466;636,4159;615,7936;632,5357;0;0
2008-12-30;622,2868;622,4287;612,8529;619,0949;0;0
2008-12-29;620,5326;623,2656;612,0533;614,9264;0;0
2008-12-25;605,498;605,498;605,498;605,498;0;0
2008-12-24;599,3574;606,2835;596,1443;605,498;0;0
2008-12-23;606,3099;607,2399;593,2894;600,5151;0;0
2008-12-22;604,2949;610,0215;601,0737;606,5856;0;0
2008-12-19;613,3429;613,3429;595,2654;601,2195;0;0
2008-12-18;593,9381;601,601;580,665;584,9754;0;0
2008-12-17;610,6409;628,2808;602,6033;617,4692;0;0
2008-12-16;613,5866;628,488;606,2089;627,1001;0;0
2008-12-15;615,248;624,2043;607,846;621,7617;0;0
2008-12-12;617,0165;621,8141;606,2968;616,4918;0;0
2008-12-11;613,1668;632,1604;613,0912;622,0204;0;0
2008-12-10;600,851;629,942;600,851;626,8472;0;0
2008-12-09;601,9629;608,1944;594,0177;604,9229;0;0
2008-12-08;597,9461;608,9155;596,0012;601,2914;0;0
2008-12-05;604,1058;610,2645;584,9191;595,8942;0;0
2008-12-04;613,3122;623,2963;604,2789;606,4976;0;0
2008-12-03;620,2171;620,7716;605,0859;612,9288;0;0
2008-12-02;607,7814;620,4615;599,6692;616,6024;0;0
2008-12-01;643,0837;643,0837;608,9784;612,0717;0;0
2008-11-28;640,8423;645,1638;636,2065;642,9638;0;0
2008-11-27;630,9303;633,0232;629,1473;632,248;0;0
2008-11-26;635,4078;636,7994;625,2029;629,2231;0;0
2008-11-25;640,5433;649,9883;626,8051;641,6361;0;0
2008-11-24;618,6487;649,8865;616,7697;642,6838;0;0
2008-11-21;591,2553;637,2004;591,176;632,7567;0;0
2008-11-20;591,9311;601,0206;586,8283;594,0839;0;0
2008-11-19;584,6129;605,0341;579,389;581,0511;0;0
2008-11-18;582,5496;590,0577;577,9657;583,7351;0;0
2008-11-17;586,9668;592,2591;577,2512;582,5434;0;0
2008-11-14;576,4102;595,5819;573,4122;585,641;0;0
2008-11-13;568,8623;580,2794;561,7565;564,9501;0;0
2008-11-12;588,9864;589,6249;568,6353;575,2594;0;0
2008-11-11;584,2943;585,9418;570,0165;574,645;0;0
2008-11-10;581,4134;595,9196;575,2075;579,2413;0;0
2008-11-07;576,513;584,1173;573,3773;576,6698;0;0
2008-11-06;580,2662;596,0062;570,0861;573,3751;0;0
2008-11-05;586,0917;594,0171;572,805;575,7576;0;0
2008-11-04;567,4727;599,922;565,2106;596,3339;0;0
2008-11-03;573,9354;576,6651;562,9387;563,7966;0;0
2008-10-31;570,9022;581,2495;562,1227;568,3154;0;0
2008-10-30;592,8654;593,7093;563,8665;566,8585;0;0
2008-10-29;584,1034;606,6562;577,917;592,5607;0;0
2008-10-28;583,5063;603,3051;581,4306;595,4814;0;0
2008-10-27;583,4671;600,321;567,3355;586,5971;0;0
2008-10-24;563,9886;587,4881;541,3624;582,0101;0;0
2008-10-23;566,7447;573,7705;546,1358;563,1538;0;0
2008-10-22;609,3592;609,3592;560,5388;568,7145;0;0
2008-10-21;604,3689;604,7482;580,4763;586,3167;0;0
2008-10-20;599,8957;602,2795;584,6991;593,5638;0;0
2008-10-17;601,8353;607,9529;575,5745;585,1238;0;0
2008-10-16;619,2345;622,1219;582,4387;597,6161;0;0
2008-10-15;620,1101;629,1376;609,9816;623,0459;0;0
2008-10-14;614,5288;622,0186;604,7848;608,057;0;0
2008-10-13;633,1109;635,5305;604,6631;610,0154;0;0
2008-10-10;677,0012;687,0904;609,6178;625,0092;0;0
2008-10-09;652,7554;661,3799;643,6193;661,3068;0;0
2008-10-08;645,8379;670,8178;645,8379;660,185;0;0
2008-10-07;632,8492;653,0223;632,4824;650,5282;0;0
2008-10-06;609,3589;642,8048;605,6183;633,5631;0;0
2008-10-03;611,0308;613,6331;591,9474;604,1636;0;0
2008-10-02;627,1309;628,1378;596,5619;602,0283;0;0
2008-10-01;617,7118;630,2819;614,658;619,4872;0;0
2008-09-30;631,4759;634,762;598,336;608,1242;0;0
2008-09-29;609,1017;645,4805;604,7808;631,7513;0;0
2008-09-26;594,3306;623,5656;592,8279;601,2295;0;0
2008-09-25;605,102;609,0476;588,2313;595,9864;0;0
2008-09-24;601,3615;614,2955;599,047;599,3193;0;0
2008-09-23;609,5309;613,9434;597,9227;606,8834;0;0
2008-09-22;596,596;623,9105;594,6744;619,93;0;0
2008-09-19;599,1149;616,4653;579,1655;612,9531;0;0
2008-09-18;597,0211;629,0856;585,6434;588,4016;0;0
2008-09-17;549,7047;610,869;547,8768;608,8301;0;0
2008-09-16;543,6321;553,8656;541,5294;545,5246;0;0
2008-09-15;553,6711;556,8511;540,4565;556,0738;0;0
2008-09-12;534,978;545,2865;530,2858;544,0779;0;0
2008-09-11;541,4813;543,2754;528,2044;534,3763;0;0
2008-09-10;551,1565;556,1941;534,0571;535,4761;0;0
2008-09-09;562,50;569,358;548,4304;548,8546;0;0
2008-09-08;572,0416;576,0518;560,5741;564,5139;0;0
2008-09-05;559,9775;575,279;556,1171;563,2765;0;0
2008-09-04;554,0447;562,6035;547,8327;549,7653;0;0
2008-09-03;552,5241;560,2797;546,3611;555,017;0;0
2008-09-02;562,0005;562,1383;544,5026;554,8361;0;0
2008-09-01;568,2922;571,7119;557,1438;558,5117;0;0
2008-08-29;567,153;569,5962;562,9454;563,7598;0;0
2008-08-28;564,0783;571,9992;558,933;564,4845;0;0
2008-08-27;560,1002;565,7886;557,3238;560,3034;0;0
2008-08-26;561,5838;569,0506;552,747;565,0774;0;0
2008-08-25;556,0371;559,6262;552,5835;556,5111;0;0
2008-08-22;565,8428;565,9778;554,4976;555,3079;0;0
2008-08-21;551,5053;566,7612;551,3703;564,4661;0;0
2008-08-20;552,5315;555,5857;542,894;551,4456;0;0
2008-08-19;538,8022;556,8577;532,9427;554,9499;0;0
2008-08-18;538,1529;546,79;537,4728;544,0016;0;0
2008-08-15;538,4615;543,282;524,2719;533,709;0;0
2008-08-14;555,0413;561,4812;539,7464;540,3502;0;0
2008-08-13;548,2789;557,1361;545,9975;554,8547;0;0
2008-08-12;552,5592;554,9742;538,0693;546,5888;0;0
2008-08-11;573,0083;576,8052;544,964;548,6277;0;0
2008-08-08;579,1429;579,1429;564,2165;568,9266;0;0
2008-08-07;570,2282;572,1026;560,9204;564,2816;0;0
2008-08-06;571,5209;572,9422;563,9618;568,6135;0;0
2008-08-05;575,5149;575,5149;563,4403;564,7317;0;0
2008-08-04;586,9202;587,4984;574,2002;574,5214;0;0
2008-08-01;586,7471;589,1229;578,9778;584,564;0;0
2008-07-31;581,0646;593,0434;581,0006;585,1643;0;0
2008-07-30;587,4655;588,7485;573,4813;581,8205;0;0
2008-07-29;592,6775;593,8236;581,5982;584,9729;0;0
2008-07-28;590,6262;592,722;586,0536;591,1978;0;0
2008-07-25;592,6656;594,5087;583,8948;590,886;0;0
2008-07-24;586,7832;594,3739;584,423;592,2689;0;0
2008-07-23;601,1689;601,2325;582,8728;584,3974;0;0
2008-07-22;606,3823;613,6064;592,6252;593,0021;0;0
2008-07-21;605,5619;610,9219;604,3007;608,7148;0;0
2008-07-18;604,957;609,8255;600,5311;603,6925;0;0
2008-07-17;605,4641;617,5784;601,1105;603,6974;0;0
2008-07-16;614,6777;617,8877;602,8449;604,0408;0;0
2008-07-15;608,1926;617,9487;605,5034;610,5066;0;0
2008-07-14;608,6325;615,7001;601,8805;613,6808;0;0
2008-07-11;598,2318;611,3672;594,9479;609,4095;0;0
2008-07-10;591,0364;603,7051;589,1266;603,1322;0;0
2008-07-09;585,6188;591,3458;583,2008;590,7732;0;0
2008-07-08;590,1065;594,9512;581,6281;586,6641;0;0
2008-07-07;591,1443;594,0196;584,4355;591,4638;0;0
2008-07-04;595,8139;597,154;592,9424;596,2606;0;0
2008-07-03;594,712;596,3487;583,5065;587,7872;0;0
2008-07-02;593,7619;598,6967;587,1188;597,9375;0;0
2008-07-01;586,4976;600,00;586,244;594,9287;0;0
2008-06-30;589,0003;593,7579;582,6567;586,9069;0;0
2008-06-27;580,2642;591,1862;579,6292;589,4717;0;0
2008-06-26;563,9184;583,8154;562,7741;582,9254;0;0
2008-06-25;570,2289;570,4853;559,8436;567,7287;0;0
2008-06-24;567,4461;574,6403;566,9322;571,1074;0;0
2008-06-23;582,7588;583,7897;564,461;569,1644;0;0
2008-06-20;575,0801;581,8065;575,0801;578,155;0;0
2008-06-19;577,4821;587,1714;572,8958;580,0013;0;0
2008-06-18;570,8385;578,3902;568,9021;577,0348;0;0
2008-06-17;570,524;574,4007;564,8382;571,364;0;0
2008-06-16;563,3612;579,1448;560,5796;570,9943;0;0
2008-06-13;566,6406;570,0313;560,3156;567,2926;0;0
2008-06-12;564,4419;566,1283;556,1393;563,5338;0;0
2008-06-11;559,1363;569,2556;559,1363;567,7087;0;0
2008-06-10;575,2286;575,2286;556,4215;558,6758;0;0
2008-06-09;570,4511;576,3431;564,6858;565,8261;0;0
2008-06-06;562,5441;578,8293;562,5441;578,6369;0;0
2008-06-05;569,1468;571,7439;561,6154;569,5364;0;0
2008-06-04;568,8607;573,4515;566,4037;568,0202;0;0
2008-06-03;571,6668;575,4505;561,2133;564,2275;0;0
2008-06-02;569,0999;578,4421;567,8758;574,3187;0;0
2008-05-30;566,0304;573,446;560,6784;571,8339;0;0
2008-05-29;580,027;580,027;561,5073;564,4653;0;0
2008-05-28;579,5861;580,8636;567,9612;575,9453;0;0
2008-05-27;589,5304;589,5304;573,6041;574,4924;0;0
2008-05-26;588,0972;589,493;585,8131;589,2393;0;0
2008-05-23;583,7886;590,5222;582,7722;587,1554;0;0
2008-05-22;591,8756;593,6528;582,1009;584,7667;0;0
2008-05-21;583,8888;592,2047;581,7939;591,6333;0;0
2008-05-20;579,7685;590,7667;577,6584;588,0811;0;0
2008-05-19;582,7823;586,6984;578,1601;581,4984;0;0
2008-05-16;568,9121;584,1399;568,2669;581,1718;0;0
2008-05-15;558,4852;573,9951;558,4852;568,8897;0;0
2008-05-14;561,6296;564,35;556,7718;559,7513;0;0
2008-05-13;568,5388;569,3789;556,3886;559,6846;0;0
2008-05-12;575,1134;575,6967;568,8918;571,8082;0;0
2008-05-09;571,9368;575,7537;563,1388;573,2954;0;0
2008-05-08;565,7132;577,3767;563,8887;574,64;0;0
2008-05-07;566,6883;568,6973;559,6889;562,5405;0;0
2008-05-06;562,0814;566,9114;561,695;565,3658;0;0
2008-05-05;558,6028;566,0414;557,956;565,7827;0;0
2008-05-02;549,5536;556,0874;546,7719;554,2761;0;0
2008-04-30;561,583;565,444;554,955;564,8649;0;0
2008-04-29;571,5112;572,0891;557,8319;559,887;0;0
2008-04-28;571,6022;573,4579;567,827;570,9624;0;0
2008-04-25;570,7874;575,0834;562,9649;568,0303;0;0
2008-04-24;573,5938;575,2425;560,0863;561,9887;0;0
2008-04-23;576,6625;579,1719;562,6725;567,6914;0;0
2008-04-22;573,9125;581,1311;573,5986;575,6073;0;0
2008-04-21;577,8085;584,476;573,2167;576,4247;0;0
2008-04-18;598,0355;600,1267;573,1306;581,4955;0;0
2008-04-17;595,3881;600,6174;590,5368;591,1668;0;0
2008-04-16;582,7474;596,3084;582,4335;593,4204;0;0
2008-04-15;586,8082;591,8625;585,1655;586,3028;0;0
2008-04-14;578,4864;587,4346;576,974;582,4564;0;0
2008-04-11;581,8228;589,0861;579,549;584,4755;0;0
2008-04-10;587,7165;592,126;580,7874;585,4488;0;0
2008-04-09;578,9775;595,2562;574,2719;592,9671;0;0
2008-04-08;589,0149;589,8433;578,4376;583,2165;0;0
2008-04-07;583,19;592,4935;580,3224;586,4398;0;0
2008-04-04;573,5275;582,1142;571,9374;581,2874;0;0
2008-04-03;580,1237;585,5984;573,0388;582,0559;0;0
2008-04-02;563,6515;580,1561;563,6515;578,7487;0;0
2008-04-01;581,7369;582,2478;557,0243;562,4521;0;0
2008-03-31;589,2993;595,0544;576,9669;579,4966;0;0
2008-03-28;599,962;599,962;584,5784;588,8833;0;0
2008-03-27;604,6497;604,6497;595,591;600,3421;0;0
2008-03-26;597,4538;607,8294;594,9714;607,5748;0;0
2008-03-25;595,9921;603,4427;594,0651;602,8647;0;0
2008-03-21;590,0927;590,0927;590,0927;590,0927;0;0
2008-03-20;611,7487;611,7487;586,4618;590,0927;0;0
2008-03-19;630,7036;635,7379;597,3107;601,2618;0;0
2008-03-18;633,1875;641,9377;618,794;622,1546;0;0
2008-03-17;647,9391;651,2999;630,8814;636,0812;0;0
2008-03-14;639,5476;647,5162;636,72;644,1746;0;0
2008-03-13;631,3796;642,1647;631,3796;638,5055;0;0
2008-03-12;628,804;635,5237;625,5088;635,4591;0;0
2008-03-11;632,7459;640,8739;627,9342;632,811;0;0
2008-03-10;635,6584;639,1134;626,206;634,3546;0;0
2008-03-07;634,6241;641,4348;628,981;631,5107;0;0
2008-03-06;645,016;647,6924;629,9367;638,1617;0;0
2008-03-05;634,0484;653,7247;631,1529;650,5659;0;0
2008-03-04;595,1598;649,9408;595,1598;633,6315;0;0
2008-03-03;646,5172;650,9241;643,2941;646,1225;0;0
2008-02-29;640,6013;643,7001;635,8542;641,3266;0;0
2008-02-28;633,6883;643,3437;630,4477;642,5501;0;0
2008-02-27;630,6833;641,2523;630,6833;636,9317;0;0
2008-02-26;631,5719;631,7063;626,3278;626,5967;0;0
2008-02-25;639,0633;642,5727;629,6146;634,0015;0;0
2008-02-22;636,1799;639,8841;630,0512;636,7188;0;0
2008-02-21;640,9473;648,1406;637,8936;641,0152;0;0
2008-02-20;632,369;645,7424;623,0895;644,2413;0;0
